0.05,0.23,-14,2.5,113,3,0,0.23
0.05,0.23,-14,2.5,113,3,10,0.23
0.05,0.23,-14,2.5,113,3,20,0.22999
0.05,0.23,-14,2.5,113,3,30,0.22997
0.05,0.23,-14,2.5,113,3,40,0.22995
0.05,0.23,-14,2.5,113,3,50,0.22991
0.05,0.23,-14,2.5,113,3,60,0.22985
0.05,0.23,-14,2.5,113,3,70,0.22978
0.05,0.23,-14,2.5,113,3,80,0.22969
0.05,0.23,-14,2.5,113,3,90,0.22959
0.05,0.23,-14,2.5,113,3,100,0.22947
0.05,0.23,-14,2.5,113,3,110,0.22934
0.05,0.23,-14,2.5,113,3,120,0.2292
0.05,0.23,-14,2.5,113,3,130,0.22904
0.05,0.23,-14,2.5,113,3,140,0.22888
0.05,0.23,-14,2.5,113,3,150,0.22871
0.05,0.23,-14,2.5,113,3,160,0.22853
0.05,0.23,-14,2.5,113,3,170,0.22834
0.05,0.23,-14,2.5,113,3,180,0.22814
0.05,0.23,-14,2.5,113,3,190,0.22794
0.05,0.23,-14,2.5,113,3,200,0.22773
0.05,0.23,-14,2.5,113,3,210,0.22752
0.05,0.23,-14,2.5,113,3,220,0.2273
0.05,0.23,-14,2.5,113,3,230,0.22709
0.05,0.23,-14,2.5,113,3,240,0.22687
0.05,0.23,-14,2.5,113,3,250,0.22665
0.05,0.23,-14,2.5,113,3,260,0.22643
0.05,0.23,-14,2.5,113,3,270,0.2262
0.05,0.23,-14,2.5,113,3,280,0.22597
0.05,0.23,-14,2.5,113,3,290,0.22574
0.05,0.23,-14,2.5,113,3,300,0.22551
0.05,0.23,-14,2.5,113,3,310,0.22528
0.05,0.23,-14,2.5,113,3,320,0.22505
0.05,0.23,-14,2.5,113,3,330,0.22482
0.05,0.23,-14,2.5,113,3,340,0.22459
0.05,0.23,-14,2.5,113,3,350,0.22436
0.05,0.23,-14,2.5,113,3,360,0.22412
0.05,0.23,-14,2.5,113,3,370,0.22389
0.05,0.23,-14,2.5,113,3,380,0.22366
0.05,0.23,-14,2.5,113,3,390,0.22343
0.05,0.23,-14,2.5,113,3,400,0.22319
0.05,0.23,-14,2.5,113,3,410,0.22296
0.05,0.23,-14,2.5,113,3,420,0.22273
0.05,0.23,-14,2.5,113,3,430,0.2225
0.05,0.23,-14,2.5,113,3,440,0.22226
0.05,0.23,-14,2.5,113,3,450,0.22203
0.05,0.23,-14,2.5,113,3,460,0.2218
0.05,0.23,-14,2.5,113,3,470,0.22157
0.05,0.23,-14,2.5,113,3,480,0.22134
0.05,0.23,-14,2.5,113,3,490,0.22111
0.05,0.23,-14,2.5,113,3,500,0.22088
0.05,0.23,-14,2.5,113,3,510,0.22065
0.05,0.23,-14,2.5,113,3,520,0.22042
0.05,0.23,-14,2.5,113,3,530,0.22019
0.05,0.23,-14,2.5,113,3,540,0.21996
0.05,0.23,-14,2.5,113,3,550,0.21974
0.05,0.23,-14,2.5,113,3,560,0.21951
0.05,0.23,-14,2.5,113,3,570,0.21928
0.05,0.23,-14,2.5,113,3,580,0.21905
0.05,0.23,-14,2.5,113,3,590,0.21883
0.05,0.23,-14,2.5,113,3,600,0.2186
0.05,0.23,-20,2.5,113,3,0,0.23
0.05,0.23,-20,2.5,113,3,10,0.23
0.05,0.23,-20,2.5,113,3,20,0.22999
0.05,0.23,-20,2.5,113,3,30,0.22997
0.05,0.23,-20,2.5,113,3,40,0.22995
0.05,0.23,-20,2.5,113,3,50,0.22991
0.05,0.23,-20,2.5,113,3,60,0.22986
0.05,0.23,-20,2.5,113,3,70,0.22979
0.05,0.23,-20,2.5,113,3,80,0.22971
0.05,0.23,-20,2.5,113,3,90,0.22961
0.05,0.23,-20,2.5,113,3,100,0.2295
0.05,0.23,-20,2.5,113,3,110,0.22937
0.05,0.23,-20,2.5,113,3,120,0.22924
0.05,0.23,-20,2.5,113,3,130,0.22909
0.05,0.23,-20,2.5,113,3,140,0.22893
0.05,0.23,-20,2.5,113,3,150,0.22877
0.05,0.23,-20,2.5,113,3,160,0.2286
0.05,0.23,-20,2.5,113,3,170,0.22842
0.05,0.23,-20,2.5,113,3,180,0.22823
0.05,0.23,-20,2.5,113,3,190,0.22804
0.05,0.23,-20,2.5,113,3,200,0.22785
0.05,0.23,-20,2.5,113,3,210,0.22765
0.05,0.23,-20,2.5,113,3,220,0.22745
0.05,0.23,-20,2.5,113,3,230,0.22724
0.05,0.23,-20,2.5,113,3,240,0.22703
0.05,0.23,-20,2.5,113,3,250,0.22682
0.05,0.23,-20,2.5,113,3,260,0.22661
0.05,0.23,-20,2.5,113,3,270,0.2264
0.05,0.23,-20,2.5,113,3,280,0.22618
0.05,0.23,-20,2.5,113,3,290,0.22597
0.05,0.23,-20,2.5,113,3,300,0.22575
0.05,0.23,-20,2.5,113,3,310,0.22553
0.05,0.23,-20,2.5,113,3,320,0.22532
0.05,0.23,-20,2.5,113,3,330,0.2251
0.05,0.23,-20,2.5,113,3,340,0.22488
0.05,0.23,-20,2.5,113,3,350,0.22466
0.05,0.23,-20,2.5,113,3,360,0.22444
0.05,0.23,-20,2.5,113,3,370,0.22422
0.05,0.23,-20,2.5,113,3,380,0.224
0.05,0.23,-20,2.5,113,3,390,0.22379
0.05,0.23,-20,2.5,113,3,400,0.22357
0.05,0.23,-20,2.5,113,3,410,0.22335
0.05,0.23,-20,2.5,113,3,420,0.22313
0.05,0.23,-20,2.5,113,3,430,0.22291
0.05,0.23,-20,2.5,113,3,440,0.22269
0.05,0.23,-20,2.5,113,3,450,0.22248
0.05,0.23,-20,2.5,113,3,460,0.22226
0.05,0.23,-20,2.5,113,3,470,0.22204
0.05,0.23,-20,2.5,113,3,480,0.22183
0.05,0.23,-20,2.5,113,3,490,0.22161
0.05,0.23,-20,2.5,113,3,500,0.22139
0.05,0.23,-20,2.5,113,3,510,0.22118
0.05,0.23,-20,2.5,113,3,520,0.22096
0.05,0.23,-20,2.5,113,3,530,0.22075
0.05,0.23,-20,2.5,113,3,540,0.22053
0.05,0.23,-20,2.5,113,3,550,0.22032
0.05,0.23,-20,2.5,113,3,560,0.22011
0.05,0.23,-20,2.5,113,3,570,0.21989
0.05,0.23,-20,2.5,113,3,580,0.21968
0.05,0.23,-20,2.5,113,3,590,0.21947
0.05,0.23,-20,2.5,113,3,600,0.21926
0.05,0.23,-40,2.5,113,3,0,0.23
0.05,0.23,-40,2.5,113,3,10,0.23
0.05,0.23,-40,2.5,113,3,20,0.22999
0.05,0.23,-40,2.5,113,3,30,0.22997
0.05,0.23,-40,2.5,113,3,40,0.22995
0.05,0.23,-40,2.5,113,3,50,0.22991
0.05,0.23,-40,2.5,113,3,60,0.22985
0.05,0.23,-40,2.5,113,3,70,0.22978
0.05,0.23,-40,2.5,113,3,80,0.22969
0.05,0.23,-40,2.5,113,3,90,0.22959
0.05,0.23,-40,2.5,113,3,100,0.22947
0.05,0.23,-40,2.5,113,3,110,0.22934
0.05,0.23,-40,2.5,113,3,120,0.2292
0.05,0.23,-40,2.5,113,3,130,0.22904
0.05,0.23,-40,2.5,113,3,140,0.22888
0.05,0.23,-40,2.5,113,3,150,0.2287
0.05,0.23,-40,2.5,113,3,160,0.22852
0.05,0.23,-40,2.5,113,3,170,0.22833
0.05,0.23,-40,2.5,113,3,180,0.22814
0.05,0.23,-40,2.5,113,3,190,0.22794
0.05,0.23,-40,2.5,113,3,200,0.22773
0.05,0.23,-40,2.5,113,3,210,0.22752
0.05,0.23,-40,2.5,113,3,220,0.2273
0.05,0.23,-40,2.5,113,3,230,0.22709
0.05,0.23,-40,2.5,113,3,240,0.22687
0.05,0.23,-40,2.5,113,3,250,0.22665
0.05,0.23,-40,2.5,113,3,260,0.22642
0.05,0.23,-40,2.5,113,3,270,0.22619
0.05,0.23,-40,2.5,113,3,280,0.22597
0.05,0.23,-40,2.5,113,3,290,0.22574
0.05,0.23,-40,2.5,113,3,300,0.22551
0.05,0.23,-40,2.5,113,3,310,0.22528
0.05,0.23,-40,2.5,113,3,320,0.22505
0.05,0.23,-40,2.5,113,3,330,0.22481
0.05,0.23,-40,2.5,113,3,340,0.22458
0.05,0.23,-40,2.5,113,3,350,0.22435
0.05,0.23,-40,2.5,113,3,360,0.22411
0.05,0.23,-40,2.5,113,3,370,0.22388
0.05,0.23,-40,2.5,113,3,380,0.22365
0.05,0.23,-40,2.5,113,3,390,0.22342
0.05,0.23,-40,2.5,113,3,400,0.22318
0.05,0.23,-40,2.5,113,3,410,0.22295
0.05,0.23,-40,2.5,113,3,420,0.22272
0.05,0.23,-40,2.5,113,3,430,0.22249
0.05,0.23,-40,2.5,113,3,440,0.22226
0.05,0.23,-40,2.5,113,3,450,0.22203
0.05,0.23,-40,2.5,113,3,460,0.2218
0.05,0.23,-40,2.5,113,3,470,0.22157
0.05,0.23,-40,2.5,113,3,480,0.22134
0.05,0.23,-40,2.5,113,3,490,0.22111
0.05,0.23,-40,2.5,113,3,500,0.22088
0.05,0.23,-40,2.5,113,3,510,0.22065
0.05,0.23,-40,2.5,113,3,520,0.22042
0.05,0.23,-40,2.5,113,3,530,0.22019
0.05,0.23,-40,2.5,113,3,540,0.21996
0.05,0.23,-40,2.5,113,3,550,0.21973
0.05,0.23,-40,2.5,113,3,560,0.21951
0.05,0.23,-40,2.5,113,3,570,0.21928
0.05,0.23,-40,2.5,113,3,580,0.21905
0.05,0.23,-40,2.5,113,3,590,0.21883
0.05,0.23,-40,2.5,113,3,600,0.2186
0.1,0.23,-14,2.5,113,3,0,0.23
0.1,0.23,-14,2.5,113,3,10,0.22997
0.1,0.23,-14,2.5,113,3,20,0.22987
0.1,0.23,-14,2.5,113,3,30,0.22973
0.1,0.23,-14,2.5,113,3,40,0.22954
0.1,0.23,-14,2.5,113,3,50,0.22931
0.1,0.23,-14,2.5,113,3,60,0.22903
0.1,0.23,-14,2.5,113,3,70,0.22873
0.1,0.23,-14,2.5,113,3,80,0.22839
0.1,0.23,-14,2.5,113,3,90,0.22802
0.1,0.23,-14,2.5,113,3,100,0.22764
0.1,0.23,-14,2.5,113,3,110,0.22723
0.1,0.23,-14,2.5,113,3,120,0.22681
0.1,0.23,-14,2.5,113,3,130,0.22637
0.1,0.23,-14,2.5,113,3,140,0.22593
0.1,0.23,-14,2.5,113,3,150,0.22548
0.1,0.23,-14,2.5,113,3,160,0.22503
0.1,0.23,-14,2.5,113,3,170,0.22457
0.1,0.23,-14,2.5,113,3,180,0.22412
0.1,0.23,-14,2.5,113,3,190,0.22366
0.1,0.23,-14,2.5,113,3,200,0.2232
0.1,0.23,-14,2.5,113,3,210,0.22274
0.1,0.23,-14,2.5,113,3,220,0.22228
0.1,0.23,-14,2.5,113,3,230,0.22182
0.1,0.23,-14,2.5,113,3,240,0.22137
0.1,0.23,-14,2.5,113,3,250,0.22091
0.1,0.23,-14,2.5,113,3,260,0.22045
0.1,0.23,-14,2.5,113,3,270,0.21999
0.1,0.23,-14,2.5,113,3,280,0.21954
0.1,0.23,-14,2.5,113,3,290,0.21909
0.1,0.23,-14,2.5,113,3,300,0.21864
0.1,0.23,-14,2.5,113,3,310,0.21819
0.1,0.23,-14,2.5,113,3,320,0.21774
0.1,0.23,-14,2.5,113,3,330,0.21729
0.1,0.23,-14,2.5,113,3,340,0.21685
0.1,0.23,-14,2.5,113,3,350,0.21641
0.1,0.23,-14,2.5,113,3,360,0.21597
0.1,0.23,-14,2.5,113,3,370,0.21553
0.1,0.23,-14,2.5,113,3,380,0.21509
0.1,0.23,-14,2.5,113,3,390,0.21466
0.1,0.23,-14,2.5,113,3,400,0.21423
0.1,0.23,-14,2.5,113,3,410,0.2138
0.1,0.23,-14,2.5,113,3,420,0.21337
0.1,0.23,-14,2.5,113,3,430,0.21294
0.1,0.23,-14,2.5,113,3,440,0.21252
0.1,0.23,-14,2.5,113,3,450,0.2121
0.1,0.23,-14,2.5,113,3,460,0.21168
0.1,0.23,-14,2.5,113,3,470,0.21127
0.1,0.23,-14,2.5,113,3,480,0.21085
0.1,0.23,-14,2.5,113,3,490,0.21044
0.1,0.23,-14,2.5,113,3,500,0.21003
0.1,0.23,-14,2.5,113,3,510,0.20962
0.1,0.23,-14,2.5,113,3,520,0.20922
0.1,0.23,-14,2.5,113,3,530,0.20882
0.1,0.23,-14,2.5,113,3,540,0.20842
0.1,0.23,-14,2.5,113,3,550,0.20802
0.1,0.23,-14,2.5,113,3,560,0.20762
0.1,0.23,-14,2.5,113,3,570,0.20723
0.1,0.23,-14,2.5,113,3,580,0.20684
0.1,0.23,-14,2.5,113,3,590,0.20645
0.1,0.23,-14,2.5,113,3,600,0.20607
